Date,Close,High,Low,Open,Volume,,
5/31/2018,577.65,585.54,557.07,558.5,1985040000,,
6/1/2018,580.04,589.09,567.66,578.67,1945890048,,
6/2/2018,591.81,597.08,577.32,580.43,1880390016,,
6/3/2018,618.33,624.51,591.26,591.26,1832550016,,
6/4/2018,592.98,623.43,583.75,619.44,1903430016,,
6/5/2018,609.3,611.33,580.98,593.41,1844269952,,
6/6/2018,607.12,611.64,596.4,610.26,1756530048,,
6/7/2018,605.19,616.14,601.69,607.69,1880140032,,
6/8/2018,601.08,608.81,595.59,605.44,1637779968,,
6/9/2018,597.56,608.58,597.56,600.91,1519309952,,
6/10/2018,526.48,594.34,511.89,594.34,2234880000,,
6/11/2018,533.28,536.86,515.27,524.86,1982119936,,
6/12/2018,496.84,538.96,491.23,532.71,1932760064,,
6/13/2018,477.49,501.9,459,498.02,2080130048,,
6/14/2018,519.74,523.54,467.47,478.38,2458650112,,
6/15/2018,491,521.3,487.47,520.48,1808269952,,
6/16/2018,499.64,503.22,488.85,490.41,1314109952,,
6/17/2018,500.45,507.64,498.65,499.46,1264870016,,
6/18/2018,518.89,521.8,494.07,499.38,1513869952,,
6/19/2018,537.96,542.35,516.31,519.02,1726569984,,
6/20/2018,536.27,541.02,519.37,538.51,1596290048,,
6/21/2018,527.37,543.72,524.26,536.45,1462070016,,
6/22/2018,465.82,527.19,456.88,527.19,2226030080,,
6/23/2018,474.52,479.13,462.39,466.27,1651379968,,
6/24/2018,457.67,475.36,426.47,474.77,2490579968,,
6/25/2018,460.31,470.34,448.9,455.94,4007950080,,
6/26/2018,432.77,461.21,432.77,460.73,1356560000,,
6/27/2018,442.36,444.24,424.84,432.24,1368940032,,
6/28/2018,422.36,443.62,419.68,442.29,1360790016,,
6/29/2018,436.01,441.79,407.95,422.59,1564499968,,
6/30/2018,455.18,458.8,436.21,436.21,1475939968,,
7/1/2018,453.92,457.14,446.39,455.24,1511730048,,
7/2/2018,475.35,479.13,447.11,453.82,1625789952,,
7/3/2018,464.2,483.85,462.58,475.39,1683939968,,
7/4/2018,467.32,481.44,455.18,464.15,1549769984,,
7/5/2018,474.41,483.23,464.63,467.29,1828610048,,
7/6/2018,474.01,479.65,457.61,474.36,1627609984,,
7/7/2018,491.66,491.66,466.84,474.06,1358360064,,
7/8/2018,489.12,503.2,488.42,492.07,1344560000,,
7/9/2018,476.68,490.85,475.17,488.88,1533799936,,
7/10/2018,434.42,478.32,433.96,476.16,1789069952,,
7/11/2018,446.52,447.32,429.51,434.52,1422470016,,
7/12/2018,430.07,446.5,422.81,446.5,1495440000,,
7/13/2018,434.03,442.36,430.74,430.74,1489670016,,
7/14/2018,436.09,439.43,431.47,434.51,1235820032,,
7/15/2018,449.85,454,433.92,435.88,1350160000,,
7/16/2018,480.66,480.66,446.8,450.42,1858680064,,
7/17/2018,501,508.78,468.92,480.08,2288100096,,
7/18/2018,480.51,513.43,474.36,500.84,2371559936,,
7/19/2018,469.62,483.24,465.14,480.63,2068739968,,
7/20/2018,450.7,469.31,443.69,469.31,1821350016,,
7/21/2018,462.44,468.08,445.78,450.68,1504310016,,
7/22/2018,459.66,470.9,458.12,462.44,1338589952,,
7/23/2018,450.85,469.77,449.73,459.44,1596999936,,
7/24/2018,479.37,481.14,450.57,451.14,2287520000,,
7/25/2018,472.49,482.87,466.47,479.91,1930780032,,
7/26/2018,464.04,483.7,461.42,472.33,1621560064,,
7/27/2018,469.67,473.22,458.29,464.01,1734259968,,
7/28/2018,466.9,471.59,462.99,469.68,1531890048,,
7/29/2018,466.67,470.36,462.71,466.92,1631910016,,
7/30/2018,457.08,467.95,448.64,466.83,2141590000,,
7/31/2018,433.87,457.24,430.44,457.24,1820680000,,
8/1/2018,420.75,435.46,410.46,433.87,1888060000,,
8/2/2018,412.62,425.03,410.31,420.81,1569300000,,
8/3/2018,418.26,420.55,399.91,412.57,1722340000,,
8/4/2018,407.25,420.19,403.78,418.24,1466540000,,
8/5/2018,410.52,413.72,402.43,407.35,1396820000,,
8/6/2018,406.66,414.54,403.32,410.57,1384880000,,
8/7/2018,380.21,411.4,376.08,406.8,1828350000,,
8/8/2018,356.61,380.67,353.73,379.89,2016080000,,
8/9/2018,365.59,370.95,353.61,356.97,1616610000,,
8/10/2018,334.18,367.05,329.59,365.78,1699400000,,
8/11/2018,322.11,334.26,308.49,334.26,1790370000,,
8/12/2018,319.57,328.59,318.6,320.82,1625420000,,
8/13/2018,286.49,323.55,284.93,320.21,1751190000,,
8/14/2018,278.93,286.36,254.65,286.36,2137850000,,
8/15/2018,282.36,303.59,280.12,280.39,1878150000,,
8/16/2018,288.05,298.48,280.93,282.74,1552970000,,
8/17/2018,315.73,316.17,287.35,287.68,1995460000,,
8/18/2018,295.81,320.45,286.55,316.79,1764020000,,
8/19/2018,300.83,307.1,291.33,295.67,1447910000,,
8/20/2018,274.32,304.37,273.51,301.38,1413790000,,
8/21/2018,281.94,285.97,273.33,273.33,1164120000,,
8/22/2018,271.34,297.49,265,281.97,1507660000,,
8/23/2018,277.1,279.55,271.09,271.75,1271160000,,
8/24/2018,282.97,283.3,273.86,278.11,1450170000,,
8/25/2018,279.65,283.52,278.47,283.28,1208360000,,
8/26/2018,275.2,279.52,272.44,279.52,1206650000,,
8/27/2018,285.6,285.6,273.65,275.35,1406790000,,
8/28/2018,296.5,297.4,283.57,286.65,1513350000,,
8/29/2018,289.31,297.07,287.29,296.16,1474460000,,
8/30/2018,284.11,291.24,275.21,289.75,1513100000,,
8/31/2018,283,284.55,278.51,284.12,1411910000,,
9/1/2018,295.34,301.14,283.5,283.5,1546630000,,
9/2/2018,294.37,298.69,290.93,295.45,1321050000,,
9/3/2018,289.26,295.59,287.43,295.18,1394490000,,
9/4/2018,285.72,291.58,284.26,289.3,1554870000,,
9/5/2018,232.33,288.16,232.33,286.05,2390390000,,
9/6/2018,230.21,231.76,218.12,231.65,2097310000,,
9/7/2018,217.2,233.9,217.07,229.54,1678260000,,
9/8/2018,197.95,220.37,193.26,217.91,1517200000,,
9/9/2018,196.92,207.67,188.31,198.38,1585980000,,
9/10/2018,197.08,201.88,189.58,197.85,1502960000,,
9/11/2018,185.07,198.51,180.6,198.18,1568900000,,
9/12/2018,183.33,185.59,170.26,185.42,1874850000,,
9/13/2018,211.35,214,183.68,183.68,2330720000,,
9/14/2018,211.75,222.79,204.87,212.67,2232190000,,
9/15/2018,223.07,226.6,209.61,209.81,1670490000,,
9/16/2018,220.59,222.8,211.12,222.8,1502260000,,
9/17/2018,197.88,224.26,195.31,221.58,2019910000,,
9/18/2018,209.98,213.36,195.93,197.1,1800640000,,
9/19/2018,209.97,213.87,201.66,209.47,1733330000,,
9/20/2018,224.59,224.82,207.79,210.29,1782070000,,
9/21/2018,246.58,248.39,221.57,225.25,2836200000,,
9/22/2018,240.48,251.2,233.81,247.34,1921820000,,
9/23/2018,244.33,247.46,237.86,240.99,1693470000,,
9/24/2018,228.73,245.11,227.49,244.84,1748740000,,
9/25/2018,218.51,228.33,206.49,228.33,2120360000,,
9/26/2018,215.85,221.44,209.11,218.65,1756100000,,
9/27/2018,228.49,230.61,212.65,215.44,2030320000,,
9/28/2018,222.4,231.75,218.67,229.04,2018120000,,
9/29/2018,231.63,234.01,216.08,221.71,2208720000,,
9/30/2018,232.85,236.99,228.45,231.33,1765560000,,
10/1/2018,230.77,234.15,226.95,233.22,1597500000,,
10/2/2018,227.18,231.17,225.84,231.1,1542080000,,
10/3/2018,220.49,226.46,213.97,226.41,1683930000,,
10/4/2018,222.22,226.15,220.09,220.45,1479500000,,
10/5/2018,227.6,228.32,220.96,222.27,1547330000,,
10/6/2018,225.12,227.93,224.25,227.55,1505070000,,
10/7/2018,226.12,226.37,223,225.43,1470480000,,
10/8/2018,229.26,230.76,224.56,226.51,1470740000,,
10/9/2018,227.98,230.16,226.4,229.71,1405130000,,
10/10/2018,225.77,227.71,224.49,227.62,1384040000,,
10/11/2018,189.5,225.61,189.28,225.61,2167620000,,
10/12/2018,196.73,199.4,188.71,188.71,1487900000,,
10/13/2018,199.84,201.28,196.36,196.36,1167610000,,
10/14/2018,195.71,201.83,195.24,199.69,1169260000,,
10/15/2018,209.7,222.12,194.16,195.27,2865830000,,
10/16/2018,210.12,212.17,207.98,209.63,1532280000,,
10/17/2018,207.08,211.12,205.93,210.22,1444130000,,
10/18/2018,203.35,208.47,201.74,207.4,1365860000,,
10/19/2018,203.73,204.66,201.84,203.26,1264480000,,
10/20/2018,205.43,206.22,203.09,203.51,1238780000,,
10/21/2018,205.14,208.15,204.62,205.39,1190300000,,
10/22/2018,204.04,206.93,203.38,205.17,1328980000,,
10/23/2018,204.34,205.15,201.91,204.02,1237490000,,
10/24/2018,203.85,205.58,203.35,204.13,1102220000,,
10/25/2018,202.72,204.13,201.82,203.87,1102900000,,
10/26/2018,203.33,204.78,201.55,202.34,1161310000,,
10/27/2018,204.21,206.08,203.13,203.36,1084810000,,
10/28/2018,205.37,205.92,203.52,204.51,1139140000,,
10/29/2018,197.25,205.6,195.73,205.17,1517230000,,
10/30/2018,197.56,198.12,196.35,197.2,1363500000,,
10/31/2018,197.38,198.34,196.53,197.65,1442380000,,
11/1/2018,198.87,203.75,197.33,197.54,1336700000,,
11/2/2018,200.63,201.27,198.76,198.98,1451870000,,
11/3/2018,200.19,200.74,199.52,200.74,1307150000,,
11/4/2018,207.49,211.27,198.99,200.16,1749300000,,
11/5/2018,209.09,210.82,206.57,207.1,1613510000,,
11/6/2018,218.45,218.45,207.89,209.47,1856940000,,
11/7/2018,217.18,221.65,216.8,218.9,1927830000,,
11/8/2018,212.23,218.34,212.2,217.33,1769080000,,
11/9/2018,210.07,213.32,209.51,211.99,1554750000,,
11/10/2018,212.53,213.86,209.8,209.98,1377760000,,
11/11/2018,211.34,213,208.87,212.48,1501600000,,
11/12/2018,210.42,212.62,208.92,211.51,1452380000,,
11/13/2018,206.83,210.51,206.13,210.15,1610260000,,
11/14/2018,181.4,207.04,174.08,206.53,2595330000,,
11/15/2018,180.81,184.25,170.19,181.9,2638410000,,
11/16/2018,175.18,181.35,173.13,180.87,2015330000,,
11/17/2018,174,175.85,172.87,175.36,1832800000,,
11/18/2018,177.07,179.15,174.18,174.18,1810920000,,
11/19/2018,149.18,177.18,147.85,177.18,2745160000,,
11/20/2018,130.34,151.25,126.36,148.81,3134410000,,
11/21/2018,136.7,138.89,125.76,131.14,2685930000,,
11/22/2018,126.71,137.74,126.71,136.81,1792150000,,
11/23/2018,123.3,127.03,119.56,126.42,1998010000,,
11/24/2018,113.49,126.79,110.82,123.3,1800960000,,
11/25/2018,116.45,118.88,101.77,113.13,2466750000,,
11/26/2018,108.33,118.2,104.89,116.34,2139490000,,
11/27/2018,110.01,111.84,102.45,107.91,2320010000,,
11/28/2018,122.44,126.05,110.2,110.2,2673470000,,
11/29/2018,117.54,123.23,115.3,122.72,2196099151,,
11/30/2018,113.17,119.42,111.74,117.73,2020748396,,
12/1/2018,118.64,120.84,111.62,113.4,2131475768,,
12/2/2018,116.39,120.56,116.09,118.27,1856199149,,
12/3/2018,108.93,116.62,107.42,116.38,1772756193,,
12/4/2018,110.21,113.14,107.4,108.8,1748116495,,
12/5/2018,102.48,110.6,102.48,110.34,1990157607,,
12/6/2018,91.76,104.1,91.76,102.45,2310716932,,
12/7/2018,93.29,96.09,83.47,91.65,2554304530,,
12/8/2018,92.16,97.06,86.83,93.41,1855759401,,
12/9/2018,95.14,98.9,91.03,92.04,1875567180,,
12/10/2018,91.69,96.26,90.65,94.99,1756437577,,
12/11/2018,88.95,92.78,87.69,91.58,1707497898,,
12/12/2018,90.59,92.24,88.26,88.61,1533050103,,
12/13/2018,86.54,91.11,85.52,90.66,1754475622,,
12/14/2018,84.31,87.14,83.23,86.63,1651491877,,
12/15/2018,84.44,85.34,82.83,84.28,1496176898,,
12/16/2018,85.26,87.57,84.47,84.47,1565817037,,
12/17/2018,95.13,96.81,85.38,85.38,2101453024,,
12/18/2018,101.11,101.32,92.97,95.11,2277514076,,
12/19/2018,101.27,108.55,100.69,101.68,2456482115,,
12/20/2018,116.22,117.17,100.64,101.09,3063842618,,
12/21/2018,109.5,119.09,107.58,115.84,2632539990,,
12/22/2018,116.76,116.76,107.5,109.46,2338772939,,
12/23/2018,130.77,133.08,117.27,117.27,3579715061,,
12/24/2018,140.24,157.67,130.64,130.64,4370343387,,
12/25/2018,129.84,141,125.11,141,3298280609,,
12/26/2018,131.87,136.68,126.29,129.89,2720469126,,
12/27/2018,116.58,132.68,115.65,131.92,2612804378,,
12/28/2018,137.65,137.65,115.69,116.9,3130201009,,
12/29/2018,138.02,147.03,134.57,138.47,3169029972,,
12/30/2018,139.86,140.69,133.98,137.63,2660086834,,
12/31/2018,133.37,140.18,132.52,140.03,2358360234,,
1/1/2019,140.82,141.4,132.65,133.42,2258709868,,
1/2/2019,155.05,156.93,140.65,141.52,3328240369,,
1/3/2019,149.14,155.86,147.2,155.2,2676164880,,
1/4/2019,154.58,156.88,147.91,148.91,3126192535,,
1/5/2019,155.64,160.82,154.34,154.34,3338211928,,
1/6/2019,157.75,159.37,152.09,155.8,3231294371,,
1/7/2019,151.7,158.45,151.15,157.81,2712108388,,
1/8/2019,150.36,153.63,148.67,151.97,2459808140,,
1/9/2019,150.8,153.62,150.29,150.55,2369241197,,
1/10/2019,128.63,152.15,126.53,150.84,3397734456,,
1/11/2019,127.55,130.17,125.24,127.81,2667585234,,
1/12/2019,125.97,128.67,125.45,127.53,2212109224,,
1/13/2019,116.9,126.27,116.09,125.91,2268263944,,
1/14/2019,129.07,130.86,116.97,116.98,2798085735,,
1/15/2019,122.03,130.74,120.31,129.17,2735449164,,
1/16/2019,123.55,127.12,121.44,121.81,2746469340,,
1/17/2019,123.74,124.27,120.82,123.57,2594091285,,
1/18/2019,121.01,123.84,120.24,123.65,2305389800,,
1/19/2019,124.52,125.9,121.16,121.61,3048261797,,
1/20/2019,119.47,125.07,118.7,124.63,2964108269,,
1/21/2019,117.16,119.72,116.16,119.64,2421720343,,
1/22/2019,118.75,119.66,114.68,117.11,2552507405,,
1/23/2019,117.45,119.42,116.38,118.71,2556952198,,
1/24/2019,117.36,118.03,116.01,117.46,2520843420,,
1/25/2019,116.38,117.8,115.83,117.59,2606881898,,
1/26/2019,116.49,118.08,115.98,116.37,2412181169,,
1/27/2019,113.41,116.69,113.41,116.51,2775888287,,
1/28/2019,106.59,113.69,103.34,113.29,3366895505,,
1/29/2019,105.6,107.17,104,106.72,2900418606,,
1/30/2019,108.91,109.45,104.84,105.41,2874370355,,
1/31/2019,107.06,110.46,106.53,108.9,2828796031,,
2/1/2019,107.61,108.64,105.05,107.15,2541271519,,
2/2/2019,110.43,110.65,106.76,107.47,2385157838,,
2/3/2019,107.49,110.83,106.56,110.49,2519334757,,
2/4/2019,107.82,108.7,107.07,107.63,2491888675,,
2/5/2019,107.44,108.13,106.91,107.63,2515863999,,
2/6/2019,104.92,107.57,102.93,107.57,2593048199,,
2/7/2019,104.54,106.06,104.41,104.84,2326764622,,
2/8/2019,119.27,119.81,104.19,104.65,3656841347,,
2/9/2019,119.43,120.69,118,119.21,2884650400,,
2/10/2019,124.81,124.85,117.11,119.41,3148766590,,
2/11/2019,121.3,124.87,120.31,124.87,3222473887,,
2/12/2019,122.57,123.47,119.6,121.18,3149576429,,
2/13/2019,122.55,125.55,121.61,122.54,3386585799,,
2/14/2019,121.39,124.45,121.33,122.42,3331701628,,
